family,genus,table1,species,level,number,Remove
Melanthiaceae,Veratrum,no,Veratrum viride,species,NA,
Scrophulariaceae,Verbascum,no,Verbascum spp.,genus,NA,
Scrophulariaceae,Verbascum,no,Verbascum spp.,family,NA,
Plantaginaceae,Veronica,no,Veronica alpina,species,52,
Plantaginaceae,Veronica,no,Veronica alpina,species,52,yes
Plantaginaceae,Veronica,no,Veronica anagallis-aquatica,species,116.46,
Plantaginaceae,Veronica,no,Veronica anagallis-aquatica,species,79.5,
Plantaginaceae,Veronica,no,Veronica anagallis-aquatica,species,80,
Plantaginaceae,Veronica,no,Veronica anagalloides,species,59,
Plantaginaceae,Veronica,no,Veronica argute-serrata,species,10,
Plantaginaceae,Veronica,no,Veronica argute-serrata,species,10,yes
Plantaginaceae,Veronica,no,Veronica armena,species,14,
Plantaginaceae,Veronica,no,Veronica arvensis,species,18,
Plantaginaceae,Veronica,no,Veronica arvensis,species,18,yes
Plantaginaceae,Veronica,no,Veronica beccabunga,species,61,
Plantaginaceae,Veronica,no,Veronica bellidioides,species,66,
Plantaginaceae,Veronica,no,Veronica bellidioides,species,66,yes
Plantaginaceae,Veronica,no,Veronica bozakmanii,species,12,
Plantaginaceae,Veronica,no,Veronica bozakmanii,species,12,yes
Plantaginaceae,Veronica,no,Veronica caucasica,species,11,
Plantaginaceae,Veronica,no,Veronica caucasica,species,11,yes
Plantaginaceae,Veronica,no,Veronica chamaedrys,species,13,
Plantaginaceae,Veronica,no,Veronica chamaedrys,species,13,yes
Plantaginaceae,Veronica,no,Veronica cuneifolia,species,16,
Plantaginaceae,Veronica,no,Veronica cuneifolia,species,16,yes
Plantaginaceae,Veronica,no,Veronica cusickii,species,23,
Plantaginaceae,Veronica,no,Veronica cusickii,species,31,
Plantaginaceae,Veronica,no,Veronica cusickii,species,31,yes
Plantaginaceae,Veronica,no,Veronica cymbalaria,species,4,
Plantaginaceae,Veronica,no,Veronica cymbalaria,species,4,yes
Plantaginaceae,Veronica,no,Veronica densifolia,species,65,
Plantaginaceae,Veronica,no,Veronica dillenii,species,17,
Plantaginaceae,Veronica,no,Veronica dillenii,species,17,yes
Plantaginaceae,Veronica,no,Veronica donii,species,15,
Plantaginaceae,Veronica,no,Veronica donii,species,15,yes
Plantaginaceae,Veronica,no,Veronica filiformis,species,12,
Plantaginaceae,Veronica,no,Veronica filiformis,species,10,
Plantaginaceae,Veronica,no,Veronica fruticulosa,species,32,
Plantaginaceae,Veronica,no,Veronica gentianoides,species,37,
Plantaginaceae,Veronica,no,Veronica gentianoides,species,35,
Plantaginaceae,Veronica,no,Veronica glauca,species,6,
Plantaginaceae,Veronica,no,Veronica hederifolia,species,4,
Plantaginaceae,Veronica,no,Veronica hederifolia,species,4,yes
Plantaginaceae,Veronica,no,Veronica incana,species,55,
Plantaginaceae,Veronica,no,Veronica longifolia,species,89,
Plantaginaceae,Veronica,no,Veronica lycica,species,4,
Plantaginaceae,Veronica,no,Veronica lycica,species,4,yes
Plantaginaceae,Veronica,no,Veronica magna,species,24,
Plantaginaceae,Veronica,no,Veronica magna,species,24,yes
Plantaginaceae,Veronica,no,Veronica montana,species,12,
Plantaginaceae,Veronica,no,Veronica montana,species,12,yes
Plantaginaceae,Veronica,no,Veronica officinalis,species,20,
Plantaginaceae,Veronica,no,Veronica oltensis,species,16,
Plantaginaceae,Veronica,no,Veronica orientalis,species,6,
Plantaginaceae,Veronica,no,Veronica orientalis,species,11,
Plantaginaceae,Veronica,no,Veronica ovata,species,63,
Plantaginaceae,Veronica,no,Veronica peduncularis,species,11,
Plantaginaceae,Veronica,no,Veronica persica,species,12,
Plantaginaceae,Veronica,no,Veronica persica,species,13,
Plantaginaceae,Veronica,no,Veronica pinnata,species,20,
Plantaginaceae,Veronica,no,Veronica polita,species,16,
Plantaginaceae,Veronica,no,Veronica polita,species,16,yes
Plantaginaceae,Veronica,no,Veronica scardica,species,42,
Plantaginaceae,Veronica,no,Veronica scardica,species,42,yes
Plantaginaceae,Veronica,no,Veronica schmidtiana,species,32,
Plantaginaceae,Veronica,no,Veronica serpyllifolia,species,55,
Plantaginaceae,Veronica,no,Veronica serpyllifolia,species,55,yes
Plantaginaceae,Veronica,no,Veronica spicata,species,72,
Plantaginaceae,Veronica,no,Veronica spp.,family,NA,
Plantaginaceae,Veronica,no,Veronica sublobata,species,4,
Plantaginaceae,Veronica,no,Veronica syriaca,species,26,
Plantaginaceae,Veronica,no,Veronica syriaca,species,31,
Plantaginaceae,Veronica,no,Veronica thessalica,species,19,
Plantaginaceae,Veronica,no,Veronica thessalica,species,19,yes
Plantaginaceae,Veronica,no,Veronica thomsonii,species,27,
Plantaginaceae,Veronica,no,Veronica triphyllos,species,20,
Plantaginaceae,Veronica,no,Veronica triphyllos,species,20,yes
Plantaginaceae,Veronica,no,Veronica urticifolia,species,21,
Plantaginaceae,Veronica,no,Veronica urticifolia,species,21,yes
Plantaginaceae,Veronica,no,Veronica vendettadeae,species,12,
Plantaginaceae,Veronica,no,Veronica vendettadeae,species,12,yes
Myrtaceae,Verticordia,no,Verticordia acerosa,species,2,
Myrtaceae,Verticordia,no,Verticordia densiflora,species,2,
Myrtaceae,Verticordia,no,Verticordia drummondii,species,5.5,
Myrtaceae,Verticordia,no,Verticordia habrantha,species,2,
Myrtaceae,Verticordia,no,Verticordia huegelii,species,2,
Myrtaceae,Verticordia,no,Verticordia lindleyi,species,6,
Myrtaceae,Verticordia,no,Verticordia monadelpha,species,2,
Myrtaceae,Verticordia,no,Verticordia nitens,species,2,
Myrtaceae,Verticordia,no,Verticordia ovalifolia,species,8,
Myrtaceae,Verticordia,no,Verticordia pennigera,species,6,
Myrtaceae,Verticordia,no,Verticordia picta,species,12.5,
Myrtaceae,Verticordia,no,Verticordia plumosa,species,4,
Myrtaceae,Verticordia,no,Verticordia rennieana,species,8.5,
Viburnaceae,Viburnum,no,Viburnum lautum,species,2,
Viburnaceae,Viburnum,no,Viburnum lautum,species,1,yes
Viburnaceae,Viburnum,no,Viburnum lautum,species,1,
Viburnaceae,Viburnum,no,Viburnum lautum,species,1,
Fabaceae,Vicia,no,Vicia benghalensis,species,4.240175,
Fabaceae,Vicia,no,Vicia benghalensis,species,4.29,
Fabaceae,Vicia,no,Vicia bijuga,species,5.99791076,
Fabaceae,Vicia,no,Vicia bijuga,species,6,
Fabaceae,Vicia,no,Vicia cracca,species,4.766462,
Fabaceae,Vicia,no,Vicia cracca,species,6.7,
Fabaceae,Vicia,no,Vicia cracca,species,5.5,
Fabaceae,Vicia,no,Vicia disperma,species,2,
Fabaceae,Vicia,no,Vicia disperma,species,2,yes
Fabaceae,Vicia,no,Vicia hirsuta,species,2,
Fabaceae,Vicia,no,Vicia hirsuta,species,2,yes
Fabaceae,Vicia,no,Vicia hirsuta,species,2,
Fabaceae,Vicia,no,Vicia hybrida,species,6,
Fabaceae,Vicia,no,Vicia lutea,species,4.010114,
Fabaceae,Vicia,no,Vicia lutea,species,4.4,
Fabaceae,Vicia,no,Vicia nigricans,species,7.14496326,
Fabaceae,Vicia,no,Vicia nigricans,species,7.15,
Fabaceae,Vicia,no,Vicia parviflora,species,5.68655,
Fabaceae,Vicia,no,Vicia parviflora,species,5.76,
Fabaceae,Vicia,no,Vicia peregrina,species,6.272222,
Fabaceae,Vicia,no,Vicia peregrina,species,6.32,
Fabaceae,Vicia,no,Vicia pubescens,species,4,
Fabaceae,Vicia,no,Vicia sativa,species,8.744986,
Fabaceae,Vicia,no,Vicia sativa,species,12,
Fabaceae,Vicia,no,Vicia sativa,species,6.5,
Fabaceae,Vicia,no,Vicia sativa,species,4,
Fabaceae,Vicia,no,Vicia tibetica,species,13.0016958,yes
Fabaceae,Vicia,no,Vicia tibetica,species,13,
Fabaceae,Vicia,no,Vicia tibetica,species,12.7002288,yes
Fabaceae,Vicia,no,Vicia tibetica,species,13,yes
Fabaceae,Vicia,no,Vicia vicioides,species,2,
Fabaceae,Vicia,no,Vicia vicioides,species,2,yes
Fabaceae,Vicia,no,Vicia villosa,species,4.00438,
Fabaceae,Vicia,no,Vicia villosa,species,4.18,
Apocynaceae,Vinca,no,Vinca spp.,genus,NA,
Apocynaceae,Vincetoxicum,no,Vincetoxicum hirundinaria,species,35.4,yes
Apocynaceae,Vincetoxicum,no,Vincetoxicum hirundinaria,species,35.4,
Violaceae,Viola,no,Viola atropurpurea,species,11.3,
Violaceae,Viola,no,Viola douglasii,species,9,
Violaceae,Viola,no,Viola douglasii,species,9,yes
Violaceae,Viola,no,Viola philippii,species,6.24,
Violaceae,Viola,no,Viola spp.,family,NA,
Violaceae,Viola,no,Viola subandina,species,9.2,
Myristicaceae,Virola,no,Virola koschnyi,species,1,
Santalaceae,Viscum,no,Viscum spp.,genus,1,
Lamiaceae,Vitex,no,Vitex negundo,species,4,
Lamiaceae,Vitex,no,Vitex spp.,genus,4.5,
Lamiaceae,Vitex,no,Vitex spp.,genus,2,
Vitaceae,Vitis,no,Vitis spp.,family,4,
Francoaceae,Viviania,no,Viviania marifolia,species,5.8,
Fabaceae,Vouacapoua,no,Vouacapoua spp.,genus,NA,
Campanulaceae,Wahlenbergia,no,Wahlenbergia berteroi,species,363,
Campanulaceae,Wahlenbergia,no,Wahlenbergia fernandeziana,species,342,
Campanulaceae,Wahlenbergia,no,Wahlenbergia fernandeziana,species,394.5,
Rosaceae,Waldsteinia,no,Waldsteinia spp.,genus,1,
Meliaceae,Walsura,no,Walsura spp.,genus,5,
Asteraceae,Werneria,no,Werneria pygmaea,species,1,
Thymelaeaceae,Wikstroemia,no,Wikstroemia spp.,family,1,
Malvaceae,Wissadula,no,Wissadula spp.,genus,12,
Solanaceae,Withania,no,Withania aristata,species,15.5,
Solanaceae,Withania,no,Withania somnifera,species,29,
Apocynaceae,Wrightia,no,Wrightia pubescens,species,38,
Zingiberaceae,Wurfbainia,no,Wurfbainia villosa,species,62.18,
Zingiberaceae,Wurfbainia,no,Wurfbainia villosa,species,62.46667,
Colchicaceae,Wurmbea,no,Wurmbea dioica,species,47.5,
Colchicaceae,Wurmbea,no,Wurmbea dioica,species,40,
Asteraceae,Wyethia,no,Wyethia spp.,family,1,
Sapindaceae,Xanthoceras,no,Xanthoceras spp.,genus,22.5,
Polygalaceae,Xanthophyllum,no,Xanthophyllum spp.,genus,NA,
Ranunculaceae,Xanthorhiza,no,Xanthorhiza spp.,genus,2,
Asphodelaceae,Xanthorrhoea,no,Xanthorrhoea spp.,genus,6,
Araceae,Xanthosoma,no,Xanthosoma spp.,genus,NA,
Araceae,Xanthosoma,no,Xanthosoma spp.,genus,NA,
Araceae,Xanthosoma,no,Xanthosoma undipes,species,37.19,
Melanthiaceae,Xerophyllum,no,Xerophyllum spp.,genus,9,
Melanthiaceae,Xerophyllum,no,Xerophyllum tenax,species,12,
Melanthiaceae,Xerophyllum,no,Xerophyllum tenax,species,12,yes
Sapindaceae,Xerospermum,no,Xerospermum spp.,genus,2,
Olacaceae,Ximenia,no,Ximenia spp.,genus,3.5,
Olacaceae,Ximenia,no,Ximenia spp.,genus,4,
Fabaceae,Xylia,no,Xylia hoffmannii,species,5.75,
Fabaceae,Xylia,no,Xylia torreana,species,7,
Fabaceae,Xylia,no,Xylia xylocarpa,species,11,
Meliaceae,Xylocarpus,no,Xylocarpus spp.,genus,14,
Annonaceae,Xylopia,no,Xylopia championii,species,5,
Xyridaceae,Xyris,no,Xyris spp.,genus,NA,
Xyridaceae,Xyris,no,Xyris spp.,genus,NA,
Brassicaceae,Yinshania,no,Yinshania spp.,genus,NA,
Araceae,Zantedeschia,no,Zantedeschia spp.,genus,23.5,
Rutaceae,Zanthoxylum,no,Zanthoxylum spp.,genus,2,
Poaceae,Zea,no,Zea mays,species,1,
Poaceae,Zea,no,Zea spp.,family,1,
Ulmaceae,Zelkova,no,Zelkova spp.,genus,1,
Gentianaceae,Zeltnera,no,Zeltnera trichantha,species,48,
Gentianaceae,Zeltnera,no,Zeltnera trichantha,species,47.846154,yes
Zingiberaceae,Zingiber,no,Zingiber striolatum,species,66.56,
Zingiberaceae,Zingiber,no,Zingiber striolatum,species,NA,
Zingiberaceae,Zingiber,no,Zingiber striolatum,species,66.6,
Asteraceae,Zinnia,no,Zinnia elegans,species,1,
Apiaceae,Zizia,no,Zizia trifoliata,species,2,
Lamiaceae,Ziziphora,no,Ziziphora clinopodioides,species,3.9994475,
Fabaceae,Zornia,no,Zornia contorta,species,8.9,
Zosteraceae,Zostera,no,Zostera spp.,family,1,
Brassicaceae,Zuvanda,no,Zuvanda crenulata,species,62,
NA,NA,no,ZZZ,NA,59.36,yes
NA,NA,no,ZZZ,NA,NA,yes
NA,NA,no,ZZZ,NA,1.5,yes
NA,NA,no,ZZZ,NA,9,yes
NA,NA,no,ZZZ,NA,NA,yes
NA,NA,no,ZZZ,NA,2,yes
NA,NA,no,ZZZ,NA,2,yes
NA,NA,no,ZZZ,NA,NA,
NA,NA,no,ZZZ,NA,NA,yes
NA,NA,no,ZZZ,NA,NA,yes
NA,NA,no,ZZZ,NA,NA,yes
Bignoniaceae,Adenocalymma,yes,Adenocalymma nodosum,species,10,yes
Bignoniaceae,Adenocalymma,yes,Adenocalymma nodosum,species,10,
Bignoniaceae,Adenocalymma,yes,Adenocalymma peregrinum,species,14.1,yes
Bignoniaceae,Adenocalymma,yes,Adenocalymma peregrinum,species,14.1,
Asteraceae,Anacyclus,yes,Anacyclus spp.,genus,1,
Plantaginaceae,Antirrhinum,yes,Antirrhinum controversum,species,346.04,
Plantaginaceae,Antirrhinum,yes,Antirrhinum controversum,species,346.04,yes
Plantaginaceae,Antirrhinum,yes,Antirrhinum majus,species,262.3,
Plantaginaceae,Antirrhinum,yes,Antirrhinum pulverulentum,species,176.4,
Plantaginaceae,Antirrhinum,yes,Antirrhinum spp.,genus,NA,
Plantaginaceae,Antirrhinum,yes,Antirrhinum valentinum,species,219.8,
Plantaginaceae,Antirrhinum,yes,Antirrhinum valentinum,species,219.8,yes
Ranunculaceae,Aquilegia,yes,Aquilegia brevistyla,species,28.6,
Ranunculaceae,Aquilegia,yes,Aquilegia buergeriana,species,32,
Ranunculaceae,Aquilegia,yes,Aquilegia caerulea,species,37,
Ranunculaceae,Aquilegia,yes,Aquilegia caerulea,species,37,
Ranunculaceae,Aquilegia,yes,Aquilegia canadensis,species,25,
Ranunculaceae,Aquilegia,yes,Aquilegia ecalcarata,species,17.89,
Ranunculaceae,Aquilegia,yes,Aquilegia formosa,species,33,
Ranunculaceae,Aquilegia,yes,Aquilegia oxysepala,species,33.3,yes
Ranunculaceae,Aquilegia,yes,Aquilegia oxysepala,species,33.2,
Ranunculaceae,Aquilegia,yes,Aquilegia vulgaris,species,24.5,
Ranunculaceae,Aquilegia,yes,Aquilegia vulgaris,species,27.6,
Ranunculaceae,Aquilegia,yes,Aquilegia yabeana,species,66,
Caryophyllaceae,Arenaria,yes,Arenaria uniflora,species,23.3,
Araceae,Arisaema,yes,Arisaema dracontium,species,7,
Araceae,Arisaema,yes,Arisaema spp.,genus,NA,
Araceae,Arisaema,yes,Arisaema triphyllum,species,5.5,
Araceae,Arisaema,yes,Arisaema triphyllum,species,NA,
Araceae,Arisaema,yes,Arisaema triphyllum,species,5,
Boraginaceae,Arnebia,yes,Arnebia guttata,species,4,
Boraginaceae,Arnebia,yes,Arnebia szechenyi,species,4,
Apocynaceae,Asclepias,yes,Asclepias amplexicaulis,species,121.9,yes
Apocynaceae,Asclepias,yes,Asclepias amplexicaulis,species,121.9,
Apocynaceae,Asclepias,yes,Asclepias arenaria,species,142.5,yes
Apocynaceae,Asclepias,yes,Asclepias arenaria,species,142.5,
Apocynaceae,Asclepias,yes,Asclepias asperula,species,151.6,yes
Apocynaceae,Asclepias,yes,Asclepias asperula,species,151.6,
Apocynaceae,Asclepias,yes,Asclepias brachystephana,species,59.7,yes
Apocynaceae,Asclepias,yes,Asclepias brachystephana,species,59.7,
Apocynaceae,Asclepias,yes,Asclepias cinerea,species,25.9,yes
Apocynaceae,Asclepias,yes,Asclepias cinerea,species,25.9,
Apocynaceae,Asclepias,yes,Asclepias curassavica,species,116.5,yes
Apocynaceae,Asclepias,yes,Asclepias curassavica,species,116.5,
Apocynaceae,Asclepias,yes,Asclepias exaltata,species,60.9,yes
Apocynaceae,Asclepias,yes,Asclepias exaltata,species,60.8,yes
Apocynaceae,Asclepias,yes,Asclepias exaltata,species,60.9,
Apocynaceae,Asclepias,yes,Asclepias incarnata,species,58.2,yes
Apocynaceae,Asclepias,yes,Asclepias incarnata,species,58.2,yes
Apocynaceae,Asclepias,yes,Asclepias incarnata,species,57.9,yes
Apocynaceae,Asclepias,yes,Asclepias incarnata,species,58.2,
Apocynaceae,Asclepias,yes,Asclepias lanceolata,species,34.1,yes
Apocynaceae,Asclepias,yes,Asclepias lanceolata,species,34.1,
Apocynaceae,Asclepias,yes,Asclepias latifolia,species,228.5,yes
Apocynaceae,Asclepias,yes,Asclepias latifolia,species,228.5,
Apocynaceae,Asclepias,yes,Asclepias longifolia,species,43,yes
Apocynaceae,Asclepias,yes,Asclepias longifolia,species,43,
Apocynaceae,Asclepias,yes,Asclepias obovata,species,131.1,yes
Apocynaceae,Asclepias,yes,Asclepias obovata,species,131.1,
Apocynaceae,Asclepias,yes,Asclepias oenotheroides,species,195.1,yes
Apocynaceae,Asclepias,yes,Asclepias oenotheroides,species,195.1,
Apocynaceae,Asclepias,yes,Asclepias perennis,species,43.8,yes
Apocynaceae,Asclepias,yes,Asclepias perennis,species,43.8,
Apocynaceae,Asclepias,yes,Asclepias purpurascens,species,166.6,yes
Apocynaceae,Asclepias,yes,Asclepias purpurascens,species,166.6,
Apocynaceae,Asclepias,yes,Asclepias speciosa,species,201.2,yes
Apocynaceae,Asclepias,yes,Asclepias speciosa,species,201.2,
Apocynaceae,Asclepias,yes,Asclepias subulata,species,162,yes
Apocynaceae,Asclepias,yes,Asclepias subulata,species,162,
Apocynaceae,Asclepias,yes,Asclepias syriaca,species,208.9,yes
Apocynaceae,Asclepias,yes,Asclepias syriaca,species,208.9,yes
Apocynaceae,Asclepias,yes,Asclepias syriaca,species,204,
Apocynaceae,Asclepias,yes,Asclepias syriaca,species,208.9,
Apocynaceae,Asclepias,yes,Asclepias texana,species,48.8,yes
Apocynaceae,Asclepias,yes,Asclepias texana,species,48.8,
Apocynaceae,Asclepias,yes,Asclepias tuberosa,species,70.5,yes
Apocynaceae,Asclepias,yes,Asclepias tuberosa,species,70.5,
Apocynaceae,Asclepias,yes,Asclepias variegata,species,110.6,yes
Apocynaceae,Asclepias,yes,Asclepias variegata,species,110.6,
Apocynaceae,Asclepias,yes,Asclepias verticillata,species,48,yes
Apocynaceae,Asclepias,yes,Asclepias verticillata,species,48,yes
Apocynaceae,Asclepias,yes,Asclepias verticillata,species,41,
Apocynaceae,Asclepias,yes,Asclepias verticillata,species,48,
Apocynaceae,Asclepias,yes,Asclepias viridiflora,species,75.1,yes
Apocynaceae,Asclepias,yes,Asclepias viridiflora,species,75.1,
Apocynaceae,Asclepias,yes,Asclepias viridis,species,85.9,yes
Apocynaceae,Asclepias,yes,Asclepias viridis,species,85.9,
Asteraceae,Bidens,yes,Bidens spp.,genus,1,
Asteraceae,Bidens,yes,Bidens spp.,family,1,
Brassicaceae,Boechera,yes,Boechera retrofracta,species,88,
Brassicaceae,Boechera,yes,Boechera stricta,species,163,
Scrophulariaceae,Buddleja,yes,Buddleja crispa,species,173.60714,
Scrophulariaceae,Buddleja,yes,Buddleja officinalis,species,139.458,
Scrophulariaceae,Buddleja,yes,Buddleja spp.,genus,NA,
Loasaceae,Caiophora,yes,Caiophora coronata,species,1700,
Loasaceae,Caiophora,yes,Caiophora spp.,genus,NA,
Brassicaceae,Cakile,yes,Cakile edentula,species,2,
Brassicaceae,Cakile,yes,Cakile maritima,species,3.2,
Brassicaceae,Cakile,yes,Cakile maritima,species,3.1,
Calceolariaceae,Calceolaria,yes,Calceolaria andina,species,1701.47,
Calceolariaceae,Calceolaria,yes,Calceolaria corymbosa,species,548.63,
Calceolariaceae,Calceolaria,yes,Calceolaria filicaulis,species,1969.92,
Calceolariaceae,Calceolaria,yes,Calceolaria purpurea,species,502.8,
Calceolariaceae,Calceolaria,yes,Calceolaria segethi,species,325.44,
Calceolariaceae,Calceolaria,yes,Calceolaria tripartita,species,166.5,
Asteraceae,Calendula,yes,Calendula spp.,genus,1,
Asteraceae,Calendula,yes,Calendula spp.,family,1,
Casuarinaceae,Casuarina,yes,Casuarina equisetifolia,species,1.5,
Casuarinaceae,Casuarina,yes,Casuarina spp.,genus,2,
Gentianaceae,Centaurium,yes,Centaurium erythraea,species,306.05,
Gentianaceae,Centaurium,yes,Centaurium littorale,species,233.5,
Gentianaceae,Centaurium,yes,Centaurium pulchellum,species,271.5,
Fabaceae,Chamaecrista,yes,Chamaecrista blanchetii,species,12,
Fabaceae,Chamaecrista,yes,Chamaecrista chapadae,species,7.5,
Fabaceae,Chamaecrista,yes,Chamaecrista confertiformis,species,10.5,
Fabaceae,Chamaecrista,yes,Chamaecrista fasciculata,species,7.6,
Fabaceae,Chamaecrista,yes,Chamaecrista glaucofilix,species,7.5,
Fabaceae,Chamaecrista,yes,Chamaecrista lineata,species,13,
Onagraceae,Clarkia,yes,Clarkia amoena,species,132,
Onagraceae,Clarkia,yes,Clarkia amoena,species,132,yes
Onagraceae,Clarkia,yes,Clarkia amoena,species,80,
Onagraceae,Clarkia,yes,Clarkia concinna,species,40,
Onagraceae,Clarkia,yes,Clarkia concinna,species,40,yes
Onagraceae,Clarkia,yes,Clarkia exilis,species,112.68,
Onagraceae,Clarkia,yes,Clarkia exilis,species,95,
Onagraceae,Clarkia,yes,Clarkia exilis,species,80,
Onagraceae,Clarkia,yes,Clarkia exilis,species,115.4,
Onagraceae,Clarkia,yes,Clarkia gracilis,species,55,
Onagraceae,Clarkia,yes,Clarkia gracilis,species,54.8,yes
Onagraceae,Clarkia,yes,Clarkia parviflora,species,121.59,
Onagraceae,Clarkia,yes,Clarkia purpurea,species,40,
Onagraceae,Clarkia,yes,Clarkia purpurea,species,40,yes
Onagraceae,Clarkia,yes,Clarkia springvillensis,species,82.65,
Onagraceae,Clarkia,yes,Clarkia springvillensis,species,80,
Onagraceae,Clarkia,yes,Clarkia springvillensis,species,94.9,
Onagraceae,Clarkia,yes,Clarkia tembloriensis,species,66.88,yes
Onagraceae,Clarkia,yes,Clarkia tembloriensis,species,81.85,
Onagraceae,Clarkia,yes,Clarkia tembloriensis,species,80,
Onagraceae,Clarkia,yes,Clarkia tembloriensis,species,80,
Onagraceae,Clarkia,yes,Clarkia tembloriensis,species,66.9,
Onagraceae,Clarkia,yes,Clarkia tembloriensis,species,87.1,
Onagraceae,Clarkia,yes,Clarkia tembloriensis,species,91.6,
Onagraceae,Clarkia,yes,Clarkia tembloriensis,species,91.6,yes
Onagraceae,Clarkia,yes,Clarkia unguiculata,species,100,
Onagraceae,Clarkia,yes,Clarkia unguiculata,species,109.900584,
Onagraceae,Clarkia,yes,Clarkia unguiculata,species,94.72,
Onagraceae,Clarkia,yes,Clarkia unguiculata,species,80,
Onagraceae,Clarkia,yes,Clarkia unguiculata,species,84,
Onagraceae,Clarkia,yes,Clarkia unguiculata,species,93.1,
Onagraceae,Clarkia,yes,Clarkia unguiculata,species,100,yes
Onagraceae,Clarkia,yes,Clarkia unguiculata,species,93.1,yes
Onagraceae,Clarkia,yes,Clarkia xantiana,species,86.99,
Onagraceae,Clarkia,yes,Clarkia xantiana,species,80,
Onagraceae,Clarkia,yes,Clarkia xantiana,species,102.95,
Onagraceae,Clarkia,yes,Clarkia xantiana,species,90.2,
Myrtaceae,Corymbia,yes,Corymbia erythrophloia,species,131,yes
Myrtaceae,Corymbia,yes,Corymbia erythrophloia,species,131,
Myrtaceae,Corymbia,yes,Corymbia tessellaris,species,52,yes
Myrtaceae,Corymbia,yes,Corymbia tessellaris,species,52,
Costaceae,Costus,yes,Costus spiralis,species,54.85,
Costaceae,Costus,yes,Costus woodsonii,species,25.4,
Gesneriaceae,Cyrtandra,yes,Cyrtandra spp.,family,NA,
Orchidaceae,Dactylorhiza,yes,Dactylorhiza incarnata,species,7756,
Orchidaceae,Dactylorhiza,yes,Dactylorhiza incarnata,species,6961.223,
Orchidaceae,Dactylorhiza,yes,Dactylorhiza incarnata,species,7756,yes
Orchidaceae,Dactylorhiza,yes,Dactylorhiza maculata,species,2605.178,
Orchidaceae,Dactylorhiza,yes,Dactylorhiza majalis,species,4536.15,
Orchidaceae,Dactylorhiza,yes,Dactylorhiza romana,species,4057,yes
Orchidaceae,Dactylorhiza,yes,Dactylorhiza romana,species,4057,
Orchidaceae,Dactylorhiza,yes,Dactylorhiza romana,species,4057,yes
Orchidaceae,Dactylorhiza,yes,Dactylorhiza viridis,species,5690,
Orchidaceae,Dactylorhiza,yes,Dactylorhiza viridis,species,1347.305,
Caryophyllaceae,Dianthus,yes,Dianthus arenarius,species,80,
Caryophyllaceae,Dianthus,yes,Dianthus arenarius,species,81,
Caryophyllaceae,Dianthus,yes,Dianthus armeria,species,93,yes
Caryophyllaceae,Dianthus,yes,Dianthus armeria,species,93,
Caryophyllaceae,Dianthus,yes,Dianthus carthusianorum,species,75,yes
Caryophyllaceae,Dianthus,yes,Dianthus carthusianorum,species,75,
Caryophyllaceae,Dianthus,yes,Dianthus caryophyllus,species,131.5,
Caryophyllaceae,Dianthus,yes,Dianthus deltoides,species,98,yes
Caryophyllaceae,Dianthus,yes,Dianthus deltoides,species,98,
Caryophyllaceae,Dianthus,yes,Dianthus hyssopifolius,species,210,
Caryophyllaceae,Dianthus,yes,Dianthus monspessulanus,species,187,
Caryophyllaceae,Dianthus,yes,Dianthus morisianus,species,97.14,
Caryophyllaceae,Dianthus,yes,Dianthus superbus,species,152,
Caryophyllaceae,Dianthus,yes,Dianthus superbus,species,138,
Caryophyllaceae,Dianthus,yes,Dianthus sylvestris,species,87,
Caryophyllaceae,Dianthus,yes,Dianthus sylvestris,species,87,yes
Caryophyllaceae,Dianthus,yes,Dianthus sylvestris,species,81,
Poaceae,Elymus,yes,Elymus repens,species,1,
Poaceae,Elymus,yes,Elymus spp.,genus,1,
Poaceae,Elymus,yes,Elymus spp.,family,1,
Orchidaceae,Epidendrum,yes,Epidendrum ibaguense,species,40000,
Ericaceae,Erica,yes,Erica abietina,species,116.9,
Ericaceae,Erica,yes,Erica coccinea,species,303,
Ericaceae,Erica,yes,Erica curviflora,species,86,
Ericaceae,Erica,yes,Erica multiflora,species,30,
Ericaceae,Erica,yes,Erica plukenetii,species,211,
Ericaceae,Erica,yes,Erica tetralix,species,97.1,yes
Ericaceae,Erica,yes,Erica tetralix,species,97.1,
Phrymaceae,Erythranthe,yes,Erythranthe arvensis,species,298,yes
Phrymaceae,Erythranthe,yes,Erythranthe arvensis,species,298,
Phrymaceae,Erythranthe,yes,Erythranthe arvensis,species,100,yes
Phrymaceae,Erythranthe,yes,Erythranthe cardinalis,species,1270,
Phrymaceae,Erythranthe,yes,Erythranthe cuprea,species,144,
Phrymaceae,Erythranthe,yes,Erythranthe glabrata,species,247.64,
Phrymaceae,Erythranthe,yes,Erythranthe glaucescens,species,779,yes
Phrymaceae,Erythranthe,yes,Erythranthe glaucescens,species,779,
Phrymaceae,Erythranthe,yes,Erythranthe glaucescens,species,100,yes
Phrymaceae,Erythranthe,yes,Erythranthe guttata,species,920,yes
Phrymaceae,Erythranthe,yes,Erythranthe guttata,species,477,yes
Phrymaceae,Erythranthe,yes,Erythranthe guttata,species,920,yes
Phrymaceae,Erythranthe,yes,Erythranthe guttata,species,477,
Phrymaceae,Erythranthe,yes,Erythranthe guttata,species,920,
Phrymaceae,Erythranthe,yes,Erythranthe guttata,species,603,
